79,20000
79,20000
79,20000
79,20000
79,20000
79,20000
143,50000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
143,2000
207,50000
207,2000
207,2000
207,2000
207,2000
207,2000
207,1667
207,1667
207,1667
207,1667
207,1667
207,1667
207,1429
207,1429
207,1429
207,1429
207,1429
207,1429
207,1429
207,1250
207,1250
207,1250
207,1250
207,1250
207,1250
207,1250
207,1250
207,1112
207,1112
207,1112
207,1112
207,1112
207,1112
207,1112
207,1112
207,1112
207,1000
207,1000
207,1000
207,1000
207,1000
207,1000
207,1000
207,1000
207,1000
207,1000
271,50000
335,50000
335,797
335,799
335,803
335,809
335,817
335,828
335,842
335,859
335,880
335,905
335,936
335,974
335,1020
335,1080
335,1157
335,1262
335,1412
335,1653
335,2126
399,12228
399,1653
399,1412
399,1262
399,1157
399,1080
399,1020
399,974
399,936
399,905
399,880
399,859
399,842
399,828
399,817
399,809
399,803
399,799
399,797
399,797
399,799
399,803
399,809
399,817
399,828
399,842
399,859
399,880
399,905
399,936
399,974
399,1020
399,1080
399,1157
399,1262
399,1412
399,1653
399,2125
335,12228
335,1653
335,1412
335,1262
335,1157
335,1080
335,1021
335,974
335,936
335,905
335,880
335,859
335,842
335,828
335,817
335,809
335,803
335,799
